"lwage","nwifeinc","exper","expersq","city","fatheduc","motheduc","huseduc","educ","age","kidslt6","kidsge6"
1.19349813461304,19.2050037384033,10,100,1,16,12,12,12,34,0,2
2.14397621154785,21.3000621795654,8,64,1,12,10,12,13,38,0,1
0.724403560161591,23.5599956512451,2,4,1,7,7,10,11,45,0,1
0.941607534885406,20.8500003814697,4,16,1,3,12,10,12,47,0,1
0.782759368419647,26.1499996185303,6,36,1,7,7,11,12,39,0,2
1.83258152008057,17,18,324,1,7,7,13,14,36,1,0
1.20396280288696,20.7200031280518,3,9,1,7,7,14,12,33,1,2
1.49164485931396,17.0000896453857,22,484,1,12,7,13,12,50,0,0
1.89213263988495,15.9999980926514,33,1089,1,7,3,14,12,58,0,0
2.13089489936829,19.5000495910645,28,784,1,12,12,13,17,49,0,0
1.48060405254364,12.0000038146973,23,529,1,12,16,17,14,41,0,2
0.894331336021423,13.7319116592407,27,729,0,14,7,8,12,51,0,1
0.202532544732094,27.1999912261963,11,121,1,7,3,10,9,53,0,0
0.485507816076279,5.31500005722046,6,36,1,7,12,7,12,36,1,2
1.0986123085022,16,11,121,1,7,7,12,12,46,0,2
1.55326962471008,27.8719825744629,14,196,1,12,12,12,12,36,0,2
0.121597968041897,40.0000114440918,17,289,1,12,12,16,14,53,0,1
2.00180435180664,15.9000339508057,17,289,1,14,16,16,16,40,0,3
1.49503660202026,27.4999694824219,14,196,0,10,12,16,17,42,0,2
0.905229806900024,17.0200500488281,11,121,1,12,12,16,15,33,1,1
0.632547557353973,22.3949394226074,7,49,1,7,7,14,12,43,0,3
1.3862943649292,11.1000003814697,8,64,1,16,14,16,16,31,1,0
2.10291385650635,32.7000122070312,6,36,1,7,7,16,17,47,0,0
1.95964395999908,27.7999610900879,8,64,1,17,10,17,17,54,0,0
0.510845601558685,2.19999408721924,4,16,0,3,7,11,12,33,1,3
1.23692393302917,19.7209510803223,25,625,1,10,14,14,16,43,0,0
1.44331252574921,9.99998760223389,24,576,0,9,7,13,13,46,0,1
1.02165925502777,13.1999683380127,11,121,1,7,7,9,12,35,0,3
0.63615345954895,12.7089748382568,19,361,1,3,12,12,11,37,0,3
1.61645328998566,27.3000469207764,9,81,1,16,12,17,16,37,0,2
0.223143547773361,21.2000007629395,19,361,1,12,17,14,14,34,0,3
1.04980707168579,14.4000043869019,14,196,0,7,7,17,16,43,1,0
1.41505193710327,20.5759601593018,22,484,1,7,7,12,12,46,0,0
0.575376629829407,12.4999904632568,6,36,1,7,3,12,9,35,0,3
2.60668158531189,17.5002155303955,23,529,1,12,12,17,17,46,0,0
1.51791453361511,44.0000381469727,15,225,1,3,7,16,14,46,0,0
0.755041599273682,13.1189546585083,6,36,1,7,7,10,12,43,0,2
1.09497237205505,14.0000562667847,11,121,0,7,7,12,12,30,0,0
0.942114353179932,9.64508628845215,2,4,0,7,3,9,11,41,0,2
1.72494280338287,17.397045135498,22,484,1,7,7,15,12,54,0,1
1.03154611587524,7.79988861083984,10,100,1,10,10,9,12,31,0,1
0.474369078874588,13.1339769363403,14,196,1,10,10,11,10,44,0,0
0.810930192470551,25.6000003814697,12,144,1,7,12,16,12,32,0,1
0.709266602993011,13.9000253677368,9,81,1,12,7,5,5,47,0,0
1.71054947376251,19.2979431152344,13,169,0,17,14,17,17,46,0,1
0.460268884897232,9.20001602172852,18,324,0,10,10,8,11,37,0,0
1.33181178569794,37.9999885559082,8,64,0,7,7,11,12,51,0,2
1.0986123085022,44,11,121,1,7,7,12,12,49,0,1
2.15799856185913,21.3720245361328,9,81,1,12,10,13,14,36,0,4
1.43758130073547,23.6680202484131,9,81,1,7,12,12,11,39,0,1
1.54489934444427,9,14,196,1,12,12,8,12,48,0,2
1.41059672832489,25.199951171875,9,81,1,7,7,17,14,38,0,2
3.21887588500977,21.2199993133545,2,4,1,7,7,12,12,40,0,2
0.968161880970001,33.969913482666,12,144,0,7,7,17,10,39,1,5
1.7917594909668,17.0699996948242,15,225,1,7,12,17,16,37,0,0
1.68872952461243,6.01602363586426,11,121,1,14,7,12,13,49,0,1
-0.409171968698502,17.1000099182129,7,49,0,7,12,17,12,33,0,3
0.223143547773361,8.23700046539307,9,81,1,12,12,16,12,30,0,0
0.822155833244324,13.3000822067261,19,361,0,7,12,8,12,54,0,0
1.24170196056366,16.000020980835,11,121,0,7,10,12,11,39,0,4
1.42712438106537,12.5399904251099,8,64,1,12,12,12,12,43,0,3
1.49709749221802,18.0000381469727,13,169,1,3,10,12,9,31,0,3
0.559615790843964,31.2000007629395,4,16,1,7,12,14,13,33,0,3
1.30002820491791,20.7499103546143,7,49,1,12,12,14,12,40,0,3
1.88442981243134,11.0999202728271,19,361,0,12,12,9,12,36,0,1
0.955511391162872,20.6800003051758,14,196,1,7,7,12,12,51,0,0
1.58208727836609,18.0000095367432,14,196,1,7,12,12,13,44,0,1
1.7556140422821,32.4300651550293,3,9,1,14,12,14,16,42,0,3
1.51310324668884,32.900032043457,9,81,1,12,12,8,12,40,0,1
2.25189161300659,24.1000061035156,7,49,1,17,12,16,16,34,1,1
2.3644323348999,17.8003921508789,7,49,1,17,16,16,17,30,0,0
0.105350479483604,20.5000171661377,14,196,0,7,7,12,12,54,0,0
1.39972877502441,10.4998979568481,29,841,0,7,16,12,12,51,0,0
0.988462507724762,10.4370346069336,19,361,0,10,7,11,9,44,0,2
1.09064733982086,18.1949901580811,14,196,1,7,7,9,12,43,0,1
1.15461444854736,12.8450765609741,16,256,0,7,10,8,12,34,0,1
1.26694762706757,13.8000001907349,10,100,1,7,12,12,13,45,0,0
2.88519167900085,22.1999950408936,12,144,0,3,10,7,12,39,0,0
1.22888004779816,6.69994115829468,24,576,1,0,0,10,12,50,0,0
1.20396280288696,6.25001573562622,6,36,0,7,7,12,12,52,0,0
1.35738027095795,15.6000080108643,9,81,1,12,12,12,12,41,0,2
0.837723612785339,3.30000996589661,14,196,0,7,12,7,10,59,0,0
0.536961138248444,3.67097759246826,26,676,0,7,10,8,12,52,0,0
0.748723804950714,7.78999710083008,7,49,0,12,12,12,16,46,0,0
2.29587268829346,18.2719898223877,4,16,1,7,3,16,12,41,1,5
1.10780322551727,10.9539794921875,15,225,0,7,7,8,11,33,0,2
0.620845258235931,13.4999923706055,23,529,1,12,12,12,12,45,0,0
-2.05416369438171,11.2000122070312,1,1,0,7,10,8,10,36,1,2
1.89201200008392,20.9999084472656,29,841,1,7,7,10,12,48,0,1
1.72972452640533,25.6999988555908,9,81,1,3,7,11,12,47,0,1
0.469378411769867,8.93299388885498,6,36,0,7,7,12,12,45,0,0
0.98084169626236,19.1599769592285,11,121,0,7,7,17,12,37,0,2
2.06949234008789,26.5899868011475,17,289,1,10,12,14,16,46,0,4
1.67518818378448,22.4000053405762,6,36,1,12,12,16,17,43,0,3
1.3862943649292,20.632999420166,7,49,1,7,7,17,12,42,0,2
1.79921495914459,28.2000064849854,2,4,1,12,12,17,17,34,1,2
1.83258152008057,28.7999992370605,24,576,1,7,7,12,12,52,0,0
1.09064733982086,8.99999713897705,4,16,0,7,10,9,12,37,0,3
1.44312357902527,11.3999423980713,11,121,0,7,10,12,12,37,0,1
1.25036013126373,10.400013923645,25,625,0,7,7,7,8,52,0,0
1.60231256484985,19.0800552368164,11,121,0,12,12,14,12,30,1,0
1.01855850219727,9.46603965759277,2,4,1,7,17,12,13,31,0,1
1.29705321788788,6.50006008148193,19,361,0,7,7,12,12,38,0,1
1.68519449234009,29.1170139312744,7,49,1,7,7,16,12,43,0,3
-0.420984894037247,19.1030197143555,2,4,1,7,7,8,8,49,0,1
1.56209468841553,16.3499717712402,20,400,1,7,7,10,12,55,0,0
2.14652752876282,32.025016784668,10,100,1,14,12,17,17,38,0,2
2.34746289253235,16.7000617980957,19,361,1,17,14,16,17,52,0,0
0.969831526279449,4.81103754043579,17,289,1,7,7,11,12,48,0,0
1.9241464138031,24.6260089874268,12,144,1,10,12,12,13,32,0,2
1.62672758102417,17.4000129699707,11,121,1,7,7,17,12,32,0,1
-0.0392607264220715,13.0250396728516,6,36,1,7,7,17,12,38,0,2
1.46014869213104,19.0069828033447,10,100,1,12,16,12,12,46,0,3
1.95539355278015,14.0299997329712,4,16,0,7,7,9,12,40,0,3
0.926359891891479,14.8999061584473,2,4,1,7,10,10,9,31,0,4
2.06619167327881,25.0000553131104,13,169,1,9,12,12,10,43,0,1
1.42284321784973,10.7000675201416,21,441,0,7,7,12,12,51,0,0
2.10103178024292,24.2500038146973,9,81,1,14,16,17,16,30,1,0
2.26146101951599,39.139965057373,4,16,1,7,10,15,13,52,0,0
0.70131379365921,7.19997310638428,2,4,0,3,3,8,8,30,1,5
2.03101253509521,31.810998916626,19,361,1,16,16,16,16,51,0,0
1.16236925125122,10.0000476837158,4,16,1,3,7,12,13,31,0,2
0.470003634691238,20.6599998474121,9,81,1,16,12,12,12,34,0,4
1.41059672832489,13.4999761581421,14,196,1,7,7,17,11,49,0,0
0.393055111169815,25.3799953460693,6,36,1,16,7,17,13,35,1,3
1.29099416732788,18.2749767303467,24,576,1,12,7,12,12,53,1,0
0,39.2130012512207,1,1,0,7,12,16,12,32,0,3
0.95712548494339,10.4999361038208,13,169,1,7,12,10,10,38,0,3
0.559615790843964,34.8569984436035,3,9,1,12,7,16,12,54,0,0
1.56861591339111,28.5019989013672,10,100,1,12,10,8,17,47,0,1
1.7101879119873,12.9999599456787,16,256,1,12,14,14,15,45,0,1
1.41059672832489,41.3999099731445,9,81,1,16,16,16,16,47,0,1
0.223143547773361,14.7799997329712,19,361,0,7,7,12,10,59,0,0
0.510845601558685,15.0499982833862,4,16,1,9,10,12,11,32,0,1
1.33239245414734,29.6999778747559,10,100,1,7,7,17,12,45,0,1
0.860185861587524,16.1650199890137,5,25,1,12,14,12,12,40,0,4
2.32277989387512,25.2051582336426,7,49,1,12,14,12,14,47,0,2
1.91959547996521,14.1999988555908,3,9,0,10,12,17,16,36,1,2
1.97610676288605,18.1589679718018,38,1444,0,7,7,14,14,56,0,0
0.895434737205505,28.9810638427734,16,256,0,12,7,11,8,41,0,1
0.18123759329319,13.3920030593872,13,169,0,7,3,11,7,48,0,3
0.495305836200714,9.17502021789551,1,1,0,7,7,12,12,36,1,2
0.577792406082153,27.0398483276367,7,49,0,3,7,13,12,41,0,0
1.07881772518158,13.1499519348145,15,225,1,10,7,12,14,41,0,0
1.60319852828979,16.4000701904297,10,100,1,17,12,13,12,36,0,3
0.620845258235931,21.299991607666,2,4,0,7,10,12,12,37,0,3
2.08389401435852,17.2010154724121,19,361,1,3,7,12,12,38,0,0
1.37916910648346,8.56002616882324,25,625,1,3,3,9,14,43,0,2
1.11238372325897,6.49083995819092,25,625,1,12,12,17,16,54,0,0
1.06712162494659,12.4999675750732,7,49,1,7,7,12,12,38,0,1
1.11880695819855,27.0000247955322,15,225,1,7,12,16,12,30,1,0
1.58854103088379,53.5000495910645,11,121,1,7,7,15,12,49,0,0
1.3903112411499,52.4999465942383,25,625,1,10,10,6,13,45,0,1
1.71480643749237,38.3999786376953,19,361,1,7,7,14,13,51,0,0
0.20106153190136,13.8919448852539,4,16,1,10,0,7,10,34,0,0
0.987271010875702,3.89999294281006,14,196,1,7,7,10,12,34,0,2
0.98350065946579,34.1999969482422,19,361,1,9,10,17,12,41,0,1
2.23317074775696,19.7000789642334,18,324,1,9,9,17,12,49,0,1
1.14361751079559,18.4999523162842,14,196,1,12,12,14,12,32,0,0
-0.611382901668549,10.9999761581421,11,121,1,12,12,14,14,32,0,0
2.15305209159851,43.3000106811523,4,16,0,12,12,15,17,32,0,2
1.29983735084534,18.7600078582764,29,841,1,7,3,10,10,47,0,0
0.840920448303223,4.80009603500366,21,441,0,9,9,4,9,39,0,1
1.05848443508148,21.5000019073486,24,576,1,12,12,15,12,49,0,0
1.15265846252441,28.0399379730225,19,361,1,7,12,14,12,37,0,3
1.29357588291168,26.0000038146973,31,961,1,12,14,15,16,59,0,0
1.83258152008057,27,28,784,1,7,7,12,12,50,0,0
2.32718014717102,17.7996883392334,15,225,1,12,12,17,17,32,0,1
1.16614627838135,17.4019451141357,27,729,0,12,12,16,12,46,0,0
2.03499317169189,19.3099918365479,13,169,0,14,12,17,17,43,0,2
0.679251074790955,9.99997997283936,4,16,0,7,7,6,11,37,0,3
1.54713690280914,11.1799802780151,10,100,1,14,12,14,16,32,0,2
0.75301855802536,18.8569564819336,8,64,1,10,10,14,11,39,0,1
0.847283601760864,12.3000202178955,4,16,0,12,12,12,13,34,0,2
0.871125996112823,13.6771183013916,18,324,1,7,7,8,11,39,0,1
0.228250473737717,9.55999660491943,3,9,1,7,7,9,8,45,0,3
0.0896578282117844,24.4999847412109,11,121,1,12,3,11,11,50,0,0
1.32175588607788,23.1499996185303,8,64,1,7,12,12,12,40,0,1
1.19610190391541,15.5908832550049,10,100,1,7,7,12,10,30,0,1
1.63611876964569,14.4209241867065,33,1089,1,12,16,17,17,57,0,0
1.89201200008392,17.4549083709717,19,361,1,12,12,12,12,39,0,1
1.51830899715424,9.80001926422119,35,1225,1,12,12,8,12,53,0,0
2.47215914726257,17.5744647979736,21,441,1,12,7,17,17,48,0,1
1.32175588607788,16.5550003051758,7,49,0,14,14,16,14,46,0,1
1.47364103794098,13.2949743270874,18,324,0,10,7,12,12,47,0,0
1.36947882175446,11.8440027236938,4,16,0,7,7,10,12,43,0,1
1.20396280288696,46.6450614929199,12,144,1,7,12,16,12,47,0,0
1.19872915744781,14.6999893188477,16,256,0,7,10,12,12,47,0,1
1.27020990848541,26.0900802612305,14,196,1,7,7,12,12,47,0,0
0.470003634691238,9.89999961853027,3,9,1,7,3,12,12,46,0,0
0.799981653690338,9.0480260848999,1,1,0,7,7,10,9,34,0,4
1.56594562530518,30.7500648498535,27,729,0,7,7,12,10,48,0,0
1.75897800922394,8.49993991851807,12,144,1,7,10,12,12,30,0,1
0.858025848865509,22.2499923706055,6,36,0,7,7,12,12,51,0,1
0.6931471824646,42.9099998474121,9,81,1,12,7,16,12,52,0,5
0.641853868961334,33.2999992370605,2,4,0,12,12,13,12,37,0,2
1.63374018669128,13.8199033737183,6,36,0,7,12,12,12,32,0,2
1.70374763011932,23.6000080108643,9,81,1,14,12,15,17,36,0,2
1.84400403499603,13.0000677108765,16,256,1,10,10,14,12,35,0,2
1.96611881256104,20.7499408721924,22,484,0,12,14,16,17,45,0,0
0.864997446537018,6.30000019073486,26,676,0,7,7,10,12,56,0,0
0.933305203914642,7.78892469406128,11,121,0,7,7,4,10,40,0,2
0.779233157634735,10.4700403213501,11,121,1,12,14,14,12,45,1,2
0.955511391162872,12,15,225,0,7,10,12,12,32,0,2
1.31624734401703,16.9799156188965,13,169,0,10,10,8,12,45,0,0
1.4759064912796,17.8999996185303,6,36,1,12,7,12,12,40,0,2
1.49139726161957,15.5399370193481,20,400,1,10,7,8,12,38,0,1
1.45575046539307,9.88398551940918,17,289,1,7,7,12,12,49,0,4
0.510845601558685,28.5999507904053,8,64,1,14,14,17,16,47,0,1
1.18043804168701,17.6600112915039,13,169,1,7,7,12,13,52,0,0
1.68848943710327,25.9999179840088,15,225,1,12,12,16,13,34,0,1
0.790727496147156,13.6020097732544,14,196,0,12,14,12,12,44,0,2
1.40179860591888,15.8000001907349,14,196,0,7,14,16,16,36,0,3
-0.433556020259857,41.0999946594238,6,36,1,16,14,16,17,50,0,0
1.68317151069641,10.7750415802002,24,576,1,0,0,12,12,45,0,0
-1.76667666435242,9.0000467300415,10,100,1,12,16,13,14,44,0,2
3.15559506416321,24.3989944458008,2,4,1,7,7,10,12,57,0,2
2.25952100753784,37.3000907897949,9,81,1,17,12,17,17,35,0,0
1.30692636966705,27.9999485015869,23,529,1,7,7,12,12,46,0,0
0.798497676849365,13.7000026702881,12,144,1,12,10,16,14,30,2,1
0.559044182300568,17.2099437713623,8,64,0,3,7,12,12,42,0,3
0.147902622818947,14.0000143051147,16,256,1,7,10,13,12,34,0,1
1.94449484348297,35.7550201416016,10,100,1,14,10,16,17,45,0,2
1.37833786010742,23.4999961853027,7,49,1,7,14,16,16,35,1,2
3.0647451877594,31.9999332427979,19,361,1,12,7,17,16,40,0,0
-0.741917312145233,17.149995803833,2,4,1,12,12,16,12,32,0,1
0.765700399875641,20.2500247955322,9,81,1,7,7,10,9,54,0,0
0.619392991065979,5.48598480224609,14,196,0,7,7,8,12,38,0,3
1.46545207500458,25.0750408172607,9,81,1,14,12,12,12,43,0,3
2.18925952911377,18.2199516296387,16,256,1,7,14,12,16,54,0,0
1.02165925502777,25.9999961853027,7,49,1,12,12,17,14,39,0,3
0.977009475231171,34.500072479248,6,36,1,12,7,14,12,37,0,1
0.916290760040283,12.3999996185303,22,484,1,7,7,8,12,46,0,2
2.90509605407715,10.7868499755859,9,81,0,7,7,11,11,56,0,0
-0.199671193957329,16.3230075836182,9,81,0,7,12,8,12,41,0,3
0.6931471824646,30.5,14,196,1,7,16,16,16,45,0,1
2.73339295387268,51.2996253967285,17,289,1,3,3,16,17,44,0,1
1.86833465099335,33.0499725341797,12,144,0,12,16,17,17,50,0,1
2.12025952339172,34.7500114440918,13,169,0,7,7,14,14,37,0,5
1.51519322395325,16.4000396728516,8,64,0,7,16,12,12,44,0,1
0.914609313011169,19.7000732421875,10,100,1,14,7,17,14,32,0,2
1.49955606460571,6.60000276565552,16,256,0,10,10,12,12,34,1,1
0.803077220916748,9.0200080871582,1,1,0,10,10,10,10,32,0,2
0.728031635284424,10.4000082015991,6,36,0,10,10,14,12,37,0,3
0.516409993171692,14.5199880599976,4,16,1,10,10,8,13,44,0,1
1.22644829750061,17.1999969482422,8,64,0,12,12,12,16,34,0,2
0.916290760040283,43,4,16,1,3,10,16,12,33,1,3
1.37647128105164,13.8719596862793,15,225,1,7,7,12,7,43,0,3
1.8289749622345,-0.029057452455163,7,49,0,16,16,10,16,35,0,2
1.36828315258026,16.7699432373047,14,196,0,7,7,14,14,43,0,1
1.06471073627472,7.79999971389771,16,256,0,7,7,12,12,34,0,0
1.40648913383484,14.5000638961792,15,225,0,0,7,7,10,36,0,3
1.04731893539429,7.90000009536743,23,529,0,7,7,12,12,41,0,2
1.94809341430664,79.8000106811523,19,361,0,7,7,17,16,41,0,0
1.07800137996674,7.17597007751465,4,16,0,10,10,9,10,35,0,3
0.653938472270966,17.5069828033447,12,144,1,7,10,10,12,32,1,3
